year	state	inc	def	tpop	yd	ydpc	esrcb	esrcbpc	esrcd	resrcd	esrcbg	esrcbgpc	esrcdg	resrcdg	hdd	cdd
1979	SD	4862469	64.7	688	7515408.04	10923.56	9.06	0.01	11.68	18.06	11.78	0.02	2.62	4.06	0.73	0.07
1980	SD	4760022	71.4	691	6666697.48	9647.9	8.95	0.01	14.52	20.33	10.54	0.02	3.14	4.39	0.66	0.09
1981	SD	5531690	77.8	692	7110141.39	10274.77	8.54	0.01	16.41	21.1	9.78	0.01	3.9	5.02	0.8	0.08
1982	SD	5791852	82.2	695	7046048.66	10138.2	8.92	0.01	17.9	21.77	11.57	0.02	4.71	5.74	0.73	0.07
1983	SD	6114413	86.2	699	7093286.54	10147.76	9.45	0.01	19.36	22.46	10.77	0.02	5.53	6.42	0.8	0.1
1984	SD	6952308	89.6	705	7759272.32	11006.06	9.44	0.01	18.74	20.92	11.11	0.02	6.09	6.8	0.75	0.08
1985	SD	7233568	93.1	708	7769675.62	10974.12	9.45	0.01	19.13	20.54	11.47	0.02	5.69	6.12	0.8	0.06
1986	SD	7624674	96	708	7942368.75	11218.03	9.4	0.01	19.44	20.25	10.61	0.01	5.24	5.45	0.66	0.07
1987	SD	7878568	100	710	7878568	11096.57	9.15	0.01	19.93	19.93	9.41	0.01	4.81	4.81	0.74	0.09
1988	SD	8116530	104.2	714	7789376.2	10909.49	9.94	0.01	19.62	18.83	10.9	0.02	4.81	4.62	0.76	0.11
1989	SD	8870392	109.3	715	8115637.69	11350.54	9.97	0.01	19.95	18.26	11.53	0.02	4.77	4.36	0.73	0.08
1990	SD	9772301	115	696	8497653.04	12209.27	9.78	0.01	20.35	17.7	10.37	0.01	5.06	4.4	0.71	0.08
1970	TN	10956497	35.7	3926	30690467.79	7817.24	61.22	0.02	3.34	9.34	47.6	0.01	0.89	2.5	0.41	0.14
1971	TN	12120985	37.4	4014	32409050.8	8074	62.07	0.02	3.92	10.47	48.03	0.01	0.95	2.55	0.35	0.14
1972	TN	13575994	38.8	4095	34989675.26	8544.49	65.17	0.02	3.9	10.04	54.87	0.01	1	2.59	0.4	0.12
1973	TN	15536290	41	4147	37893390.24	9137.54	69.59	0.02	4.16	10.15	46.94	0.01	1.06	2.57	0.33	0.14
1974	TN	17174780	45.2	4214	37997300.88	9016.92	67.56	0.02	5.03	11.12	44.46	0.01	1.15	2.54	0.39	0.11
1975	TN	18727285	48.9	4276	38297106.34	8956.29	78.59	0.02	6.62	13.55	45.38	0.01	1.25	2.56	0.37	0.13
1976	TN	21030945	51.8	4347	40600279.92	9339.84	80.6	0.02	7.26	14.02	45.02	0.01	1.57	3.02	0.47	0.1
1977	TN	23285658	55.4	4423	42031873.65	9503.02	90.37	0.02	7.36	13.28	44.88	0.01	2.03	3.67	0.47	0.16
1978	TN	26476305	59.4	4486	44572904.04	9936	88.64	0.02	8.57	14.42	40.92	0.01	2.08	3.5	0.42	0.14
1979	TN	29664123	64.7	4560	45848721.79	10054.54	85.65	0.02	9.73	15.03	46.61	0.01	2.29	3.54	0.42	0.12
1980	TN	32743473	71.4	4591	45859205.88	9988.94	89.42	0.02	10.43	14.61	45.61	0.01	2.85	3.98	0.42	0.16
1981	TN	36341256	77.8	4639	46711125.96	10069.22	84.04	0.02	12.94	16.63	42.53	0.01	3.38	4.35	0.42	0.13
1982	TN	38381405	82.2	4667	46692706.81	10004.87	84.07	0.02	14.47	17.6	43.03	0.01	4.22	5.13	0.39	0.13
1983	TN	41049117	86.2	4691	47620785.38	10151.52	84.47	0.02	14.31	16.6	41.53	0.01	5.14	5.97	0.43	0.14
1984	TN	45901755	89.6	4728	51229637.28	10835.37	89.52	0.02	14.01	15.63	45.1	0.01	4.92	5.49	0.39	0.13
1985	TN	48761927	93.1	4767	52375861.44	10987.17	87.16	0.02	14.28	15.34	40.77	0.01	4.96	5.32	0.36	0.14
1986	TN	53341444	96	4801	55564004.17	11573.42	88.32	0.02	15.26	15.89	41.53	0.01	4.81	5.01	0.38	0.16
1987	TN	57194281	100	4856	57194281	11778.06	93.69	0.02	16.03	16.03	44.87	0.01	4.53	4.53	0.41	0.16
1988	TN	61786244	104.2	4898	59295819.58	12106.13	95.4	0.02	16.74	16.07	49.15	0.01	4.51	4.33	0.39	0.14
1989	TN	65364846	109.3	4940	59803152.79	12105.9	96.75	0.02	16.65	15.23	50.77	0.01	4.68	4.28	0.39	0.12
1990	TN	69858185	115	4877	60746247.83	12455.66	98.12	0.02	16.68	14.5	47.96	0.01	4.94	4.3	0.34	0.14
1970	TX	35763831	35.7	11199	100178798.32	8945.33	111.2	0.01	6.31	17.66	238.46	0.02	0.9	2.51	0.18	0.25
1971	TX	39059544	37.4	11510	104437283.42	9073.61	122.76	0.01	6.32	16.91	243.8	0.02	0.97	2.59	0.16	0.26
1972	TX	42781755	38.8	11759	110262255.15	9376.84	139.89	0.01	6.4	16.5	247.65	0.02	0.99	2.54	0.24	0.27
1973	TX	49052305	41	12020	119639768.29	9953.39	145.46	0.01	6.61	16.12	248.73	0.02	1.01	2.46	0.16	0.25
1974	TX	55042049	45.2	12269	121774444.69	9925.38	148.51	0.01	7.73	17.1	229.66	0.02	1.13	2.51	0.2	0.25
1975	TX	63076675	48.9	12569	128991155.42	10262.64	139.52	0.01	8.74	17.88	239.21	0.02	1.48	3.02	0.18	0.24
1976	TX	71235449	51.8	12904	137520171.81	10657.17	140.47	0.01	9.84	19	242.4	0.02	1.93	3.73	0.26	0.22
1977	TX	79309763	55.4	13193	143158416.97	10851.09	159.79	0.01	11.11	20.06	277.4	0.02	2.33	4.2	0.24	0.29
1978	TX	92325451	59.4	13500	155430052.19	11513.34	174.37	0.01	11.86	19.97	281.84	0.02	2.66	4.48	0.23	0.28
1979	TX	105939860	64.7	13888	163740123.65	11790.04	171.91	0.01	13.05	20.17	325.19	0.02	3.12	4.83	0.21	0.24
1980	TX	121486286	71.4	14229	170148859.94	11957.89	195.09	0.01	14.92	20.89	231.74	0.02	3.31	4.63	0.2	0.28
1981	TX	141345616	77.8	14765	181678169.67	12304.65	196.6	0.01	18.32	23.55	215.96	0.01	4.06	5.22	0.19	0.26
1982	TX	155781125	82.2	15376	189514750.61	12325.36	207.22	0.01	21.25	25.85	228.33	0.01	5.05	6.15	0.21	0.27
1983	TX	167701068	86.2	15816	194548802.78	12300.76	205.83	0.01	22.44	26.04	221.32	0.01	5.39	6.25	0.23	0.24
1984	TX	183713119	89.6	16079	205036963.17	12751.85	233.25	0.01	21.62	24.13	239.41	0.01	5.6	6.25	0.2	0.27
1985	TX	198273173	93.1	16378	212967962.41	13003.29	244.78	0.01	21.99	23.62	220.99	0.01	5.55	5.96	0.17	0.28
1986	TX	204968364	96	16680	213508712.5	12800.28	247	0.01	20.18	21.02	202.9	0.01	5.09	5.3	0.22	0.28
1987	TX	207218052	100	16778	207218052	12350.58	253.75	0.02	19.74	19.74	219.61	0.01	5	5	0.22	0.25
1988	TX	218826018	104.2	16834	210005775.43	12475.1	263.59	0.02	20.16	19.35	218.38	0.01	5.16	4.95	0.19	0.26
1989	TX	233508762	109.3	16991	213640221.41	12573.73	271.66	0.02	20.45	18.71	239.21	0.01	5.34	4.88	0.2	0.25
1990	TX	249378657	115	16987	216851006.09	12765.7	281.65	0.02	21.11	18.36	220.79	0.01	5.55	4.83	0.19	0.27
1970	UT	3107906	35.7	1059	8705619.05	8220.6	5.76	0.01	6.69	18.75	41.87	0.04	0.91	2.54	0.66	0.07
1971	UT	3482169	37.4	1101	9310612.3	8456.51	6.41	0.01	6.9	18.45	46.76	0.04	0.93	2.49	0.64	0.07
1972	UT	3881560	38.8	1135	10004020.62	8814.12	6.9	0.01	6.92	17.83	45.82	0.04	0.96	2.48	0.71	0.07
1973	UT	4358660	41	1170	10630878.05	9086.22	7.75	0.01	6.97	16.99	45.98	0.04	1.04	2.55	0.63	0.06
1974	UT	4878865	45.2	1200	10793949.12	8994.96	8.62	0.01	7.37	16.3	47.94	0.04	1.12	2.49	0.69	0.07
1975	UT	5486371	48.9	1236	11219572.6	9077.32	8.51	0.01	8.84	18.08	56.76	0.05	1.28	2.62	0.67	0.06
1976	UT	6172516	51.8	1275	11916054.05	9345.92	9.12	0.01	10.01	19.33	62.96	0.05	1.45	2.81	0.65	0.06
1977	UT	6970892	55.4	1320	12582837.55	9532.45	9.42	0.01	10.86	19.59	33.79	0.03	1.72	3.11	0.57	0.07
1978	UT	8056556	59.4	1368	13563225.59	9914.64	9.89	0.01	12.76	21.49	45.71	0.03	2.02	3.39	0.69	0.06
1979	UT	9141512	64.7	1420	14129075.73	9950.05	10.95	0.01	14.24	22.01	58.02	0.04	2.32	3.58	0.62	0.07
1980	UT	10288954	71.4	1461	14410299.72	9863.31	10.63	0.01	16.92	23.7	62.95	0.04	2.51	3.52	0.59	0.06
1981	UT	11541349	77.8	1516	14834638.82	9785.38	11.72	0.01	18.45	23.72	59.03	0.04	3	3.85	0.64	0.08
1982	UT	12415356	82.2	1559	15103839.42	9688.16	12.91	0.01	19.7	23.97	43.15	0.03	3.63	4.42	0.66	0.06
1983	UT	13581839	86.2	1596	15756193.74	9872.3	12.98	0.01	21.36	24.78	59.14	0.04	3.96	4.6	0.69	0.06
1984	UT	14895195	89.6	1623	16624101.56	10242.82	13.16	0.01	21.71	24.23	58.74	0.04	5.29	5.9	0.69	0.06
1985	UT	15887250	93.1	1644	17064715.36	10380	13.6	0.01	22.8	24.49	63.13	0.04	4.52	4.85	0.62	0.07
1986	UT	16874703	96	1664	17577815.63	10563.59	13.61	0.01	23.27	24.24	54.64	0.03	4.89	5.1	0.61	0.07
1987	UT	17692802	100	1680	17692802	10531.43	13.58	0.01	23.28	23.28	44.86	0.03	4.6	4.6	0.62	0.07
1988	UT	18761912	104.2	1691	18005673.7	10647.94	14.16	0.01	22.88	21.95	45.66	0.03	4.73	4.54	0.64	0.09
1989	UT	19819807	109.3	1707	18133400.73	10622.96	14.2	0.01	21.68	19.84	49.1	0.03	4.73	4.33	0.59	0.08
1990	UT	21017611	115	1723	18276183.48	10607.19	14.49	0.01	20.91	18.18	47.28	0.03	4.85	4.22	0.67	0.09
1970	VA	14889175	35.7	4651	41706372.55	8967.18	39.39	0.01	6.11	17.1	50.84	0.01	1.45	4.07	0.45	0.12
1971	VA	16453042	37.4	4751	43992090.91	9259.54	41.12	0.01	6.26	16.74	50.77	0.01	1.48	3.97	0.4	0.11
1972	VA	18034555	38.8	4824	46480811.86	9635.33	44.48	0.01	6.49	16.74	56.8	0.01	1.56	4.02	0.43	0.09
1973	VA	20554885	41	4901	50133865.85	10229.31	50.15	0.01	6.89	16.82	52.86	0.01	1.64	4	0.38	0.12
1974	VA	22805249	45.2	4971	50454090.71	10149.69	50.33	0.01	9.06	20.04	49.2	0.01	1.83	4.05	0.43	0.09
1975	VA	25564867	48.9	5047	52279891.62	10358.61	54.15	0.01	11.05	22.61	49.71	0.01	2.2	4.5	0.39	0.11
1976	VA	28338032	51.8	5122	54706625.48	10680.72	58.54	0.01	11.08	21.39	53.47	0.01	2.49	4.81	0.49	0.09
1977	VA	31267634	55.4	5193	56439772.56	10868.43	62.09	0.01	12.7	22.92	49.99	0.01	2.97	5.35	0.5	0.12
1978	VA	35406388	59.4	5270	59606713.8	11310.57	63.7	0.01	13.27	22.34	55.3	0.01	3.21	5.4	0.45	0.11
1979	VA	39785738	64.7	5308	61492639.88	11584.9	63.86	0.01	14.92	23.06	51.98	0.01	3.65	5.64	0.44	0.09
1980	VA	45307551	71.4	5347	63455953.78	11867.58	67.32	0.01	17.8	24.93	55.63	0.01	4.2	5.89	0.46	0.13
1981	VA	50528814	77.8	5444	64947061.7	11930.03	70.21	0.01	18.15	23.32	52.17	0.01	4.55	5.85	0.48	0.1
1982	VA	54574728	82.2	5490	66392613.14	12093.37	69.41	0.01	19.81	24.1	49.5	0.01	5.88	7.15	0.43	0.1
1983	VA	59832580	86.2	5558	69411345.71	12488.55	73.66	0.01	20.56	23.85	48.72	0.01	6.83	7.92	0.46	0.11
1984	VA	66986935	89.6	5635	74762204.24	13267.47	74.08	0.01	19.53	21.79	53.29	0.01	6.75	7.53	0.41	0.1
1985	VA	72288008	93.1	5704	77645551.02	13612.47	77	0.01	19.49	20.93	50.65	0.01	6.76	7.26	0.41	0.1
1986	VA	78608731	96	5798	81884094.79	14122.82	86.1	0.01	19.48	20.3	53.57	0.01	6.24	6.5	0.45	0.12
1987	VA	84635448	100	5916	84635448	14306.19	91.7	0.02	19.62	19.62	57.64	0.01	5.63	5.63	0.46	0.13
1988	VA	92388375	104.2	6013	88664467.37	14745.46	96.19	0.02	19.29	18.52	60.93	0.01	5.58	5.36	0.45	0.11
1989	VA	99316012	109.3	6098	90865518.76	14900.87	99.71	0.02	20.33	18.6	64.24	0.01	6.33	5.79	0.41	0.11
1990	VA	106148944	115	6187	92303429.57	14918.93	95.98	0.02	21.24	18.47	53.6	0.01	6.48	5.63	0.37	0.11
1970	VT	1387571	35.7	445	3886753.5	8734.28	4.15	0.01	6.68	18.7	1.06	0	1.97	5.53	0.82	0.03
1971	VT	1541630	37.4	454	4122005.35	9079.31	4.64	0.01	6.86	18.34	1.12	0	2.04	5.46	0.79	0.03
1972	VT	1658994	38.8	463	4275757.73	9234.9	5.11	0.01	7.55	19.46	1.22	0	2.13	5.48	0.78	0.02
1973	VT	1853684	41	468	4521180.49	9660.64	5.17	0.01	8.11	19.77	1.21	0	2.16	5.26	0.77	0.04
1974	VT	2013250	45.2	473	4454092.92	9416.69	5.11	0.01	9.88	21.87	1.25	0	2.35	5.2	0.78	0.03
1975	VT	2185526	48.9	480	4469378.32	9311.2	4.87	0.01	11.47	23.45	1.13	0	2.62	5.37	0.76	0.04
1976	VT	2453985	51.8	485	4737422.78	9767.88	5.07	0.01	12.64	24.4	1.23	0	2.66	5.13	0.82	0.03
1977	VT	2645767	55.4	492	4775752.71	9706.81	5	0.01	12.83	23.15	1.16	0	3.59	6.48	0.84	0.02
1978	VT	3060083	59.4	498	5151654.88	10344.69	5.22	0.01	13.86	23.33	1.19	0	3.53	5.95	0.81	0.03
1979	VT	3436265	64.7	505	5311074.19	10516.98	5.79	0.01	14.09	21.78	1.13	0	4.06	6.27	0.77	0.03
1980	VT	3839017	71.4	511	5376774.51	10522.06	6.08	0.01	15.76	22.07	1.29	0	6.3	8.82	0.81	0.03
1981	VT	4273569	77.8	517	5493019.28	10624.8	5.83	0.01	18.2	23.4	1.28	0	7.05	9.06	0.85	0.03
1982	VT	4585354	82.2	521	5578289.54	10706.89	5.93	0.01	19.57	23.81	1.27	0	7.3	8.88	0.75	0.02
1983	VT	4954051	86.2	526	5747158.93	10926.16	6.03	0.01	19.99	23.19	1.24	0	6.85	7.94	0.8	0.03
1984	VT	5439157	89.6	531	6070487.72	11432.18	6.31	0.01	19.74	22.03	1.34	0	6.36	7.09	0.79	0.03
1985	VT	5843617	93.1	535	6276709.99	11732.17	5.25	0.01	21.2	22.77	1.44	0	6.33	6.8	0.79	0.02
1986	VT	6245684	96	540	6505920.83	12048	3.94	0.01	23.15	24.12	1.57	0	6.36	6.62	0.8	0.02
1987	VT	6845693	100	547	6845693	12514.98	4.81	0.01	27.72	27.72	1.64	0	6.31	6.31	0.79	0.03
1988	VT	7544415	104.2	558	7240321.5	12975.49	5.36	0.01	26.66	25.59	1.85	0	5.71	5.48	0.81	0.04
1989	VT	8202615	109.3	567	7504679.78	13235.77	5.68	0.01	26.24	24.01	2.1	0	5.7	5.22	0.81	0.03
1990	VT	8728733	115	563	7590202.61	13481.71	6.17	0.01	27.22	23.67	2.12	0	5.87	5.1	0.73	0.03
1970	WA	12601434	35.7	3413	35298134.45	10342.26	52.39	0.02	3.12	8.74	33.69	0.01	1.33	3.73	0.61	0.02
1971	WA	13373231	37.4	3448	35757302.14	10370.45	56.37	0.02	3.15	8.42	35.8	0.01	1.36	3.63	0.6	0.02
1972	WA	14254966	38.8	3448	36739603.09	10655.34	64.64	0.02	3.25	8.36	40.76	0.01	1.39	3.58	0.59	0.02
1973	WA	16099700	41	3479	39267560.98	11287.03	65.69	0.02	3.36	8.19	38.33	0.01	1.48	3.6	0.58	0.01
1974	WA	18259716	45.2	3550	40397601.77	11379.61	66.18	0.02	3.58	7.93	37.19	0.01	1.69	3.74	0.58	0.02
1975	WA	20540607	48.9	3621	42005331.29	11600.48	65.54	0.02	3.94	8.05	35.79	0.01	2.18	4.46	0.58	0.01
1976	WA	22994616	51.8	3694	44391150.58	12017.1	69.3	0.02	4.01	7.73	33.67	0.01	2.59	5	0.55	0.01
1977	WA	25515567	55.4	3776	46056980.14	12197.29	70.39	0.02	4.35	7.84	31.91	0.01	2.99	5.4	0.55	0.02
1978	WA	29740502	59.4	3889	50068185.19	12874.31	74.79	0.02	4.47	7.52	28.74	0.01	3.32	5.6	0.61	0.02
1979	WA	34071442	64.7	4018	52660652.24	13106.19	81.91	0.02	4.79	7.4	34.4	0.01	3.77	5.82	0.55	0.02
1980	WA	38703827	71.4	4132	54207040.62	13118.84	83.41	0.02	5.56	7.79	31.28	0.01	5.05	7.07	0.52	0.01
1981	WA	43023193	77.8	4237	55299733.93	13051.62	97.16	0.02	6.73	8.65	28.19	0.01	5.73	7.37	0.56	0.02
1982	WA	46004680	82.2	4279	55966763.99	13079.4	99.48	0.02	8.19	9.96	30.69	0.01	6.52	7.94	0.53	0.02
1983	WA	49572271	86.2	4304	57508435.03	13361.63	93.03	0.02	10.46	12.14	27.12	0.01	6.59	7.65	0.58	0.01
1984	WA	53483775	89.6	4349	59691713.17	13725.39	91.18	0.02	10.79	12.04	30.56	0.01	6.54	7.3	0.61	0.01
1985	WA	56638233	93.1	4407	60835910.85	13804.38	95.31	0.02	11.14	11.97	34.32	0.01	6.35	6.82	0.58	0.02
1986	WA	60491201	96	4461	63011667.71	14125.01	90.43	0.02	11.45	11.93	31.09	0.01	5.76	6	0.52	0.02
1987	WA	63502681	100	4542	63502681	13981.22	87.94	0.02	12.2	12.2	30.78	0.01	5.25	5.25	0.53	0.02
1988	WA	67908695	104.2	4652	65171492.32	14009.35	92.82	0.02	12.45	11.95	35.89	0.01	5.36	5.14	0.55	0.02
1989	WA	73805505	109.3	4761	67525622.14	14183.08	97.76	0.02	12.69	11.61	39.58	0.01	5.32	4.87	0.53	0.02
1990	WA	80350679	115	4867	69870155.65	14355.9	98.3	0.02	12.88	11.2	41.56	0.01	4.87	4.23	0.56	0.03
1970	WI	14774618	35.7	4418	41385484.59	9367.47	33.52	0.01	6.75	18.9	107.21	0.02	1.22	3.43	0.79	0.06
1971	WI	16060267	37.4	4462	42941890.37	9623.91	35.29	0.01	6.9	18.45	111.84	0.03	1.24	3.32	0.77	0.05
1972	WI	17292874	38.8	4502	44569262.89	9899.88	37.72	0.01	7.38	19.01	106.63	0.02	1.31	3.38	0.75	0.04
1973	WI	19434495	41	4524	47401207.32	10477.72	39.06	0.01	7.89	19.24	112.18	0.02	1.41	3.44	0.75	0.06
1974	WI	21242762	45.2	4546	46997261.06	10338.16	39.28	0.01	8.77	19.39	118.06	0.03	1.48	3.27	0.77	0.04
1975	WI	23241758	48.9	4579	47529157.46	10379.81	40.2	0.01	10.04	20.53	122.41	0.03	1.71	3.5	0.72	0.06
1976	WI	25623901	51.8	4596	49466990.35	10763.05	41.4	0.01	10.86	20.96	124.89	0.03	2.07	4	0.82	0.05
1977	WI	28522016	55.4	4627	51483783.39	11126.82	43.05	0.01	11.55	20.85	121.08	0.03	2.46	4.44	0.83	0.05
1978	WI	31802574	59.4	4646	53539686.87	11523.82	44.51	0.01	12.35	20.79	130.48	0.03	2.65	4.46	0.85	0.05
1979	WI	35946832	64.7	4683	55559245.75	11864.03	45.33	0.01	13.37	20.66	126.3	0.03	3.02	4.67	0.76	0.04
1980	WI	39596529	71.4	4706	55457323.53	11784.39	46.39	0.01	15.04	21.06	124.22	0.03	3.81	5.34	0.75	0.05
1981	WI	42477316	77.8	4727	54598092.54	11550.26	46.86	0.01	17.14	22.03	112.41	0.02	4.73	6.08	0.83	0.04
1982	WI	45097766	82.2	4731	54863462.29	11596.59	47.69	0.01	19.72	23.99	119.56	0.03	5.58	6.78	0.73	0.04
1983	WI	47906197	86.2	4724	55575634.57	11764.53	49.27	0.01	20.33	23.59	113.35	0.02	6.43	7.46	0.79	0.07
1984	WI	52494666	89.6	4740	58587796.88	12360.29	54.68	0.01	19.68	21.96	113.87	0.02	6.46	7.21	0.74	0.05
1985	WI	55661486	93.1	4753	59786773.36	12578.74	55.64	0.01	19.73	21.19	117.35	0.02	6.41	6.88	0.79	0.04
1986	WI	58599728	96	4762	61041383.33	12818.43	56.49	0.01	20.07	20.9	111.89	0.02	6.14	6.4	0.69	0.05
1987	WI	61486028	100	4785	61486028	12849.74	52.64	0.01	19.69	19.69	103.99	0.02	5.94	5.94	0.75	0.07
1988	WI	65017645	104.2	4832	62396972.17	12913.28	55.9	0.01	19.52	18.73	122.31	0.03	5.84	5.61	0.78	0.08
1989	WI	69390320	109.3	4867	63486111.62	13044.2	55.48	0.01	19.56	17.89	127.65	0.03	5.61	5.13	0.76	0.05
1990	WI	74196036	115	4892	64518292.17	13188.53	55.91	0.01	19.44	16.9	114.73	0.02	5.71	4.97	0.71	0.04
1970	WV	4724264	35.7	1744	13233232.49	7587.86	11.8	0.01	6.41	17.95	59.65	0.03	0.87	2.43	0.53	0.09
1971	WV	5211617	37.4	1771	13934804.81	7868.33	12.7	0.01	6.76	18.07	57.24	0.03	0.91	2.44	0.48	0.08
1972	WV	5744489	38.8	1798	14805384.02	8234.36	13.79	0.01	7.14	18.41	61.32	0.03	0.94	2.41	0.5	0.06
1973	WV	6339660	41	1806	15462585.37	8561.79	15.21	0.01	7.28	17.74	57.42	0.03	0.94	2.3	0.45	0.09
1974	WV	6970768	45.2	1815	15422053.1	8497	15.88	0.01	8.75	19.35	55.08	0.03	1.07	2.38	0.52	0.06
1975	WV	7894958	48.9	1842	16145108.38	8764.99	16.99	0.01	10.47	21.41	53.25	0.03	1.4	2.86	0.48	0.09
1976	WV	8833310	51.8	1880	17052722.01	9070.6	18.03	0.01	11.32	21.86	53.68	0.03	1.6	3.09	0.61	0.05
1977	WV	9872572	55.4	1908	17820527.08	9339.9	19.84	0.01	10.92	19.72	53.78	0.03	2.44	4.41	0.59	0.09
1978	WV	11073120	59.4	1923	18641616.16	9694.03	20.86	0.01	11.36	19.12	55.07	0.03	2.53	4.26	0.54	0.08
1979	WV	12326270	64.7	1942	19051421.95	9810.21	21.32	0.01	11.57	17.88	49.1	0.03	2.86	4.42	0.55	0.06
1980	WV	13562451	71.4	1950	18995029.41	9741.04	22.54	0.01	12.64	17.71	49.83	0.03	3.48	4.88	0.56	0.08
1981	WV	14650478	77.8	1961	18830948.59	9602.73	22.88	0.01	14.61	18.78	49	0.02	4.08	5.24	0.56	0.07
1982	WV	15552258	82.2	1962	18920021.9	9643.23	22.6	0.01	16.72	20.34	45.03	0.02	4.97	6.05	0.5	0.07
1983	WV	15864237	86.2	1963	18403987.24	9375.44	23.04	0.01	16.99	19.71	41.49	0.02	5.78	6.71	0.55	0.09
1984	WV	16847837	89.6	1952	18803389.51	9632.88	23.1	0.01	16.38	18.28	41.81	0.02	5.81	6.49	0.5	0.07
1985	WV	17756530	93.1	1936	19072534.91	9851.52	22.9	0.01	17.38	18.67	39.21	0.02	5.99	6.43	0.49	0.07
1986	WV	18347461	96	1917	19111938.54	9969.71	23.82	0.01	17.84	18.59	38.98	0.02	5.9	6.14	0.51	0.09
1987	WV	18733930	100	1898	18733930	9870.35	24.74	0.01	17.87	17.87	38.28	0.02	5.57	5.57	0.53	0.1
1988	WV	19958432	104.2	1876	19153965.45	10210	25.76	0.01	17.39	16.69	40.59	0.02	5.11	4.9	0.53	0.09
1989	WV	20507763	109.3	1857	18762820.68	10103.83	26.05	0.01	17.31	15.84	39.99	0.02	5.32	4.87	0.51	0.07
1990	WV	21870340	115	1793	19017686.96	10606.63	25.86	0.01	17.29	15.03	34.92	0.02	6.03	5.24	0.46	0.07
1970	WY	1110382	35.7	332	3110313.73	9368.41	2.06	0.01	7.52	21.05	18.4	0.06	0.67	1.87	0.83	0.04
1971	WY	1244553	37.4	340	3327681.82	9787.3	2.23	0.01	7.53	20.14	19.91	0.06	0.69	1.85	0.81	0.03
1972	WY	1409807	38.8	347	3633523.2	10471.25	2.39	0.01	7.66	19.75	22.78	0.07	0.72	1.86	0.89	0.02
1973	WY	1626674	41	354	3967497.56	11207.62	2.68	0.01	7.3	17.8	14.11	0.04	0.75	1.83	0.78	0.03
1974	WY	1859358	45.2	366	4113623.89	11239.41	2.77	0.01	7.64	16.9	12.03	0.03	0.85	1.89	0.85	0.03
1975	WY	2125604	48.9	382	4346838.45	11379.16	3.04	0.01	7.58	15.5	11.33	0.03	1.09	2.23	0.79	0.03
1976	WY	2358036	51.8	397	4552193.05	11466.48	3.27	0.01	7.62	14.72	11.13	0.03	1.25	2.4	0.78	0.03
1977	WY	2757294	55.4	413	4977064.98	12051	3.48	0.01	8.01	14.46	10.46	0.03	1.69	3.06	0.8	0.03
1978	WY	3370949	59.4	433	5674998.32	13106.23	3.98	0.01	8.7	14.64	12.7	0.03	2.09	3.52	0.89	0.02
1979	WY	3924770	64.7	454	6066105.1	13361.46	4.5	0.01	9.07	14.02	13.39	0.03	2.7	4.18	0.8	0.03
1980	WY	4609337	71.4	470	6455654.06	13735.43	4.81	0.01	11.66	16.33	10.34	0.02	2.66	3.72	0.71	0.03
1981	WY	5193805	77.8	494	6675841.9	13513.85	5.57	0.01	12.93	16.62	9.43	0.02	3.31	4.26	0.81	0.03
1982	WY	5419105	82.2	511	6592585.16	12901.34	6.21	0.01	13.61	16.55	15.2	0.03	4.53	5.51	0.82	0.03
1983	WY	5336538	86.2	516	6190879.35	11997.83	6.2	0.01	15.72	18.23	14.75	0.03	4.84	5.62	0.85	0.04
1984	WY	5619682	89.6	513	6271966.52	12226.06	6.14	0.01	16.06	17.92	14.54	0.03	5.55	6.19	0.85	0.03
1985	WY	5823861	93.1	509	6255489.8	12289.76	6.19	0.01	16.6	17.83	15.1	0.03	4.92	5.28	0.81	0.03
1986	WY	5946356	96	507	6194120.83	12217.2	5.72	0.01	17.66	18.39	13.38	0.03	4.69	4.89	0.77	0.03
1987	WY	5749660	100	490	5749660	11734	5.58	0.01	17.9	17.9	11.22	0.02	4.45	4.45	0.78	0.03
1988	WY	5901335	104.2	480	5663469.29	11798.89	6.02	0.01	17.11	16.42	12.27	0.03	4.25	4.08	0.79	0.05
1989	WY	6106161	109.3	475	5586606.59	11761.28	5.87	0.01	17.71	16.2	12.43	0.03	4.46	4.08	0.77	0.03
1990	WY	6620264	115	454	5756751.3	12680.07	5.87	0.01	17.55	15.26	12.62	0.03	4.4	3.83	0.79	0.03
1970	US	716490000	35.7	203302	2006974789.92	9871.89	1590.98	0.01	6.51	18.23	4952.56	0.02	1.06	2.98	0.47	0.12
1971	US	779862000	37.4	206827	2085192513.37	10081.82	1704.4	0.01	6.8	18.18	5092.38	0.02	1.12	2.99	0.44	0.12
1972	US	843534000	38.8	209284	2174056701.03	10388.07	1837.74	0.01	7.09	18.28	5256.91	0.03	1.18	3.05	0.46	0.11
1973	US	952209000	41	211357	2322460975.61	10988.33	1976.34	0.01	7.44	18.16	5000.5	0.02	1.26	3.06	0.43	0.12
1974	US	1042071000	45.2	213342	2305466814.16	10806.44	1972.76	0.01	9.09	20.1	4898.05	0.02	1.42	3.14	0.46	0.11
1975	US	1146678000	48.9	215465	2344944785.28	10883.18	2006.74	0.01	10.29	21.04	5024.14	0.02	1.67	3.42	0.43	0.12
1976	US	1260479000	51.8	217563	2433357142.86	11184.61	2069.22	0.01	10.93	21.1	5148.69	0.02	1.94	3.75	0.5	0.1
